,Product Name,Price,Rating,Features
402,"realme Narzo 20 (Glory Silver, 64 GB)","₹10,499",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.56 cm (6.52 inch) HD+ Display
48MP + 8MP + 2MP | 8MP Front Camera
6000 mAh Lithium-ion Battery
MediaTek Helio G85 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
403,"realme C11 (Rich Grey, 32 GB)","₹8,999",4.4,"2 GB RAM | 32 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
13MP + 2MP | 5MP Front Camera
5000 mAh Battery
Mediatek Helio G35 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
404,"realme 8s 5G (Universe Blue, 128 GB)","₹17,999",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) Full HD+ Display
64MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Battery
MediaTek Dimensity 810 5G Processor
33 W Charger
1 Year Warranty for Mobile and 6 Months for Accessories"
405,"realme Narzo 20A (Glory Silver, 64 GB)","₹11,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
12MP + 2MP + 2MP | 8MP Front Camera
5000 mAh Lithium-ion Battery
Qualcomm Snapdragon 665 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
406,"realme Narzo 20A (Victory Blue, 64 GB)","₹11,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
12MP + 2MP + 2MP | 8MP Front Camera
5000 mAh Lithium-ion Battery
Qualcomm Snapdragon 665 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
407,"realme Narzo 20A (Victory Blue, 32 GB)","₹10,999",4.3,"3 GB RAM | 32 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
12MP + 2MP + 2MP | 8MP Front Camera
5000 mAh Lithium-ion Battery
Qualcomm Snapdragon 665 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
408,"realme Narzo 20A (Glory Silver, 32 GB)","₹10,999",4.3,"3 GB RAM | 32 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
12MP + 2MP + 2MP | 8MP Front Camera
5000 mAh Lithium-ion Battery
Qualcomm Snapdragon 665 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
409,"realme C3 (Blazing Red, 64 GB)","₹8,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.56 cm (6.52 inch) HD+ Display
12MP + 2MP | 5MP Front Camera
5000 mAh Battery
Helio G70 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
410,"realme C3 (Volcano Grey, 32 GB)","₹8,999",4.4,"3 GB RAM | 32 GB ROM | Expandable Upto 256 GB
16.56 cm (6.52 inch) HD+ Display
12MP + 2MP | 5MP Front Camera
5000 mAh Battery
Helio G70 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
411,"realme C3 (Frozen Blue, 64 GB)","₹8,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.56 cm (6.52 inch) HD+ Display
12MP + 2MP | 5MP Front Camera
5000 mAh Battery
Helio G70 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
412,"realme Narzo 30 5G (Racing Silver, 64 GB)","₹14,999",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) Full HD+ Display
48MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Battery
MediaTek Dimensity 700 (MT6833) Processor
1 Year Warranty for Mobile and 6 Months for Accessories"
413,"realme Narzo 30 5G (Racing Blue, 64 GB)","₹14,999",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) Full HD+ Display
48MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Battery
MediaTek Dimensity 700 (MT6833) Processor
1 Year Warranty for Mobile and 6 Months for Accessories"
414,"realme 7 Pro (Mirror Silver, 128 GB)","₹21,999",4.4,"8 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.26 cm (6.4 inch) Full HD+ Display
64MP + 8MP + 2MP + 2MP | 32MP Front Camera
4500 mAh Lithium-ion Battery
Qualcomm Snapdragon 720G Processor
Super AMOLED Display
65 W SuperDart Charge
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
415,"realme 7 Pro (Sun Kissed Leather, 128 GB)","₹21,999",4.4,"8 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.26 cm (6.4 inch) Full HD+ Display
64MP + 8MP + 2MP + 2MP | 32MP Front Camera
4500 mAh Lithium-ion Battery
Qualcomm Snapdragon 720G Processor
Super AMOLED Display
65 W SuperDart Charge
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
416,"realme 6 (Comet White, 64 GB)","₹13,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) Full HD+ Display
64MP + 8MP + 2MP + 2MP | 16MP Front Camera
4300 mAh Battery
MediaTek Helio G90T Processor
90 Hz Ultra Smooth Display
30 W Flash Charge
Side Fingerprint Sensor
Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories"
417,"realme 6 (Comet White, 64 GB)","₹17,799",4.4,"6 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) Full HD+ Display
64MP + 8MP + 2MP + 2MP | 16MP Front Camera
4300 mAh Battery
MediaTek Helio G90T Processor
90 Hz Ultra Smooth Display
30 W Flash Charge
Side Fingerprint Sensor
Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories"
418,"realme 6 (Comet Blue, 64 GB)","₹15,499",4.4,"6 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) Full HD+ Display
64MP + 8MP + 2MP + 2MP | 16MP Front Camera
4300 mAh Battery
MediaTek Helio G90T Processor
90 Hz Ultra Smooth Display
30 W Flash Charge
Side Fingerprint Sensor
Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories"
419,"realme 7 Pro (Mirror Blue, 128 GB)","₹21,999",4.4,"8 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.26 cm (6.4 inch) Full HD+ Display
64MP + 8MP + 2MP + 2MP | 32MP Front Camera
4500 mAh Lithium-ion Battery
Qualcomm Snapdragon 720G Processor
Super AMOLED Display
65 W SuperDart Charge
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
420,"realme 7 Pro (Mirror Blue, 128 GB)","₹19,999",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.26 cm (6.4 inch) Full HD+ Display
64MP + 8MP + 2MP + 2MP | 32MP Front Camera
4500 mAh Lithium-ion Battery
Qualcomm Snapdragon 720G Processor
Super AMOLED Display
65 W SuperDart Charge
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
421,"realme 7 Pro (Sun Kissed Leather, 128 GB)","₹19,999",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.26 cm (6.4 inch) Full HD+ Display
64MP + 8MP + 2MP + 2MP | 32MP Front Camera
4500 mAh Lithium-ion Battery
Qualcomm Snapdragon 720G Processor
Super AMOLED Display
65 W SuperDart Charge
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
422,"realme 7 Pro (Mirror Silver, 128 GB)","₹19,999",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.26 cm (6.4 inch) Full HD+ Display
64MP + 8MP + 2MP + 2MP | 32MP Front Camera
4500 mAh Lithium-ion Battery
Qualcomm Snapdragon 720G Processor
Super AMOLED Display
65 W SuperDart Charge
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
423,"realme 8s 5G (Universe Purple, 128 GB)","₹19,980",4.4,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) Full HD+ Display
64MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Battery
MediaTek Dimensity 810 5G Processor
33 W Charger
1 Year Warranty for Mobile and 6 Months for Accessories"
424,"realme 5 Pro (Sparkling Blue, 128 GB)","₹17,999",4.5,"8 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.0 cm (6.3 inch) Full HD+ Display
48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera
4035 mAh Battery
Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor
VOOC Flash Charge 3.0
Triple Card Slot
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
425,"realme 5 Pro (Crystal Green, 64 GB)","₹15,999",4.5,"6 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.0 cm (6.3 inch) Full HD+ Display
48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera
4035 mAh Battery
Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor
VOOC Flash Charge 3.0
Triple Card Slot
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
426,"realme 5 Pro (Sparkling Blue, 64 GB)","₹15,999",4.5,"6 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.0 cm (6.3 inch) Full HD+ Display
48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera
4035 mAh Battery
Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor
VOOC Flash Charge 3.0
Triple Card Slot
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
427,"realme 5 Pro (Crystal Green, 64 GB)","₹14,999",4.5,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.0 cm (6.3 inch) Full HD+ Display
48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera
4035 mAh Battery
Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor
VOOC Flash Charge 3.0
Triple Card Slot
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
428,"realme 5 Pro (Sparkling Blue, 64 GB)","₹14,999",4.5,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.0 cm (6.3 inch) Full HD+ Display
48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera
4035 mAh Battery
Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor
VOOC Flash Charge 3.0
Triple Card Slot
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
429,"realme 8s 5G (Universe Blue, 128 GB)","₹19,999",4.4,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) Full HD+ Display
64MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Battery
MediaTek Dimensity 810 5G Processor
33 W Charger
1 Year Warranty for Mobile and 6 Months for Accessories"
430,"realme Narzo 30 (Racing Blue, 64 GB)","₹10,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) Full HD+ Display
48MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Battery
MediaTek Helio G95 Processor
30W Charger
1 Year Warranty for Mobile and 6 Months for Accessories"
431,"realme Narzo 20 Pro (White Knight, 64 GB)","₹14,999",4.4,"6 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) Full HD+ Display
48MP + 8MP + 2MP + 2MP | 16MP Front Camera
4500 mAh Lithium-ion Battery
MediaTek Helio G95 Processor
65W Super Dart Charger
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
432,"realme 3 (Dynamic Black, 64 GB)","₹9,499",4.5,"3 GB RAM | 64 GB ROM | Expandable Upto 256 GB
15.8 cm (6.22 inch) HD+ Display
13MP + 2MP | 13MP Front Camera
4230 mAh Battery
MediaTek Helio P70 Octa Core 2.1 GHz AI Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
433,"realme 3 (Radiant Blue, 64 GB)","₹9,499",4.5,"3 GB RAM | 64 GB ROM | Expandable Upto 256 GB
15.8 cm (6.22 inch) HD+ Display
13MP + 2MP | 13MP Front Camera
4230 mAh Battery
MediaTek Helio P70 Octa Core 2.1 GHz AI Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
434,"realme 3 (Dynamic Black, 32 GB)","₹8,499",4.5,"3 GB RAM | 32 GB ROM | Expandable Upto 256 GB
15.8 cm (6.22 inch) HD+ Display
13MP + 2MP | 13MP Front Camera
4230 mAh Battery
MediaTek Helio P70 Octa Core 2.1 GHz AI Processor
Triple Slots (Dual SIM + Memory Card)
Fingerprint Sensor and Face Unlock
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
435,"realme 3 (Radiant Blue, 32 GB)","₹8,499",4.5,"3 GB RAM | 32 GB ROM | Expandable Upto 256 GB
15.8 cm (6.22 inch) HD+ Display
13MP + 2MP | 13MP Front Camera
4230 mAh Battery
MediaTek Helio P70 Octa Core 2.1 GHz AI Processor
Triple Slots (Dual SIM + Memory Card)
Fingerprint Sensor and Face Unlock
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
436,"realme Narzo 50 Pro 5G (Hyper Black, 128 GB)","₹20,990",4.3,"6 GB RAM | 128 GB ROM
16.26 cm (6.4 inch) Display
48MP Rear Camera
5000 mAh Battery
Dimensity 920 5G Processor Processor
12Months Brand Warranty"
437,"realme Narzo 20 Pro (White Knight, 128 GB)","₹16,999",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) Full HD+ Display
48MP + 8MP + 2MP + 2MP | 16MP Front Camera
4500 mAh Lithium-ion Battery
MediaTek Helio G95 Processor
65W Super Dart Charger
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
438,"realme Narzo 20 Pro (Black Ninja, 64 GB)","₹14,999",4.4,"6 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) Full HD+ Display
48MP + 8MP + 2MP + 2MP | 16MP Front Camera
4500 mAh Lithium-ion Battery
MediaTek Helio G95 Processor
65W Super Dart Charger
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
439,"realme 3 (Radiant Blue, 64 GB)","₹10,499",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
15.8 cm (6.22 inch) HD+ Display
13MP + 2MP | 13MP Front Camera
4230 mAh Battery
MediaTek Helio P70 Octa Core 2.1 GHz AI Processor
Triple Slots (Dual SIM + Memory Card)
Fingerprint Sensor and Face Unlock
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
440,"realme X7 Max (Mercury Silver, 256 GB)","₹29,999",4.3,"12 GB RAM | 256 GB ROM
16.33 cm (6.43 inch) Full HD+ Display
64MP + 8MP + 2MP | 16MP Front Camera
4500 mAh Battery
MediaTek Dimensity 1200 Processor
120Hz Super AMOLED Display
1 Year Warranty for Mobile and 6 Months for Accessories"
441,"realme X7 Max (Asteroid Black, 128 GB)","₹26,999",4.4,"8 GB RAM | 128 GB ROM
16.33 cm (6.43 inch) Full HD+ Display
64MP + 8MP + 2MP | 16MP Front Camera
4500 mAh Battery
MediaTek Dimensity 1200 Processor
120Hz Super AMOLED Display
1 Year Warranty for Mobile and 6 Months for Accessories"
442,"realme X7 Max (Mercury Silver, 128 GB)","₹26,999",4.4,"8 GB RAM | 128 GB ROM
16.33 cm (6.43 inch) Full HD+ Display
64MP + 8MP + 2MP | 16MP Front Camera
4500 mAh Battery
MediaTek Dimensity 1200 Processor
120Hz Super AMOLED Display
1 Year Warranty for Mobile and 6 Months for Accessories"
443,"realme C1 (Mirror Black, 32 GB)","₹9,999",4.4,"3 GB RAM | 32 GB ROM | Expandable Upto 256 GB
15.75 cm (6.2 inch) HD+ Display
13MP + 2MP | 5MP Front Camera
4230 mAh Li-ion Battery
Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor
Face Unlock
2019 Edition
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
444,"realme 7 (Mist White, 64 GB)","₹17,490",4.4,"6 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) Full HD+ Display
64MP + 8MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium-ion Battery
MediaTek Helio G95 Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
445,"realme narzo 50 5G (Hyper Blue, 64 GB)","₹16,490",4.3,"4 GB RAM | 64 GB ROM
16.76 cm (6.6 inch) Display
48MP Rear Camera
5000 mAh Battery
12Months Brand Warranty"
446,"realme 3 Pro (Nitro Blue, 64 GB)","₹13,999",4.5,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.0 cm (6.3 inch) Full HD+ Display
16MP + 5MP | 25MP Front Camera
4045 mAh Battery
Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor
Dual Nano SIM Slot and Memory Card Slot
VOOC Flash Charge 3.0
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
447,"realme X7 Max (Asteroid Black, 256 GB)","₹29,999",4.3,"12 GB RAM | 256 GB ROM
16.33 cm (6.43 inch) Full HD+ Display
64MP + 8MP + 2MP | 16MP Front Camera
4500 mAh Battery
MediaTek Dimensity 1200 Processor
120Hz Super AMOLED Display
1 Year Warranty for Mobile and 6 Months for Accessories"
448,"realme X7 Max (Milky Way, 128 GB)","₹26,999",4.4,"8 GB RAM | 128 GB ROM
16.33 cm (6.43 inch) Full HD+ Display
64MP + 8MP + 2MP | 16MP Front Camera
4500 mAh Battery
MediaTek Dimensity 1200 Processor
120Hz Super AMOLED Display
1 Year Warranty for Mobile and 6 Months for Accessories"
449,"realme 8 Pro (Infinite Black, 128 GB)","₹19,999",4.4,"8 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.26 cm (6.4 inch) Full HD+ Display
108MP + 8MP + 2MP + 2MP | 16MP Front Camera
4500 mAh Battery
Qualcomm Snapdragon 720G Processor
Super AMOLED Display
1 Year Warranty for Mobile and 6 Months for Accessories"
450,"realme Narzo 10 (That White, 128 GB)","₹11,999",4.5,"4 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
48MP + 8MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium-ion Battery
MediaTek Helio G80 (12 nm) Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
451,"realme Narzo 10 (That Blue, 128 GB)","₹11,999",4.5,"4 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
48MP + 8MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium-ion Battery
MediaTek Helio G80 (12 nm) Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
452,"realme 6i (Eclipse Black, 64 GB)","₹14,049",4.4,"6 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) Full HD+ Display
48MP + 8MP + 2MP + 2MP | 16MP Front Camera
4300 mAh Battery
MediaTek Helio G90T Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
453,"realme 6i (Eclipse Black, 64 GB)","₹14,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) Full HD+ Display
48MP + 8MP + 2MP + 2MP | 16MP Front Camera
4300 mAh Battery
MediaTek Helio G90T Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
454,"realme 6i (Lunar White, 64 GB)","₹14,999",4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) Full HD+ Display
48MP + 8MP + 2MP + 2MP | 16MP Front Camera
4300 mAh Battery
MediaTek Helio G90T Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
455,"realme 6i (Lunar White, 64 GB)","₹14,049",4.4,"6 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) Full HD+ Display
48MP + 8MP + 2MP + 2MP | 16MP Front Camera
4300 mAh Battery
MediaTek Helio G90T Processor
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
456,"realme GT 2 Pro (Paper White, 256 GB)","₹57,999",4.4,"12 GB RAM | 256 GB ROM
17.02 cm (6.7 inch) Quad HD Display
50MP + 50MP + 2MP | 32MP Front Camera
5000 mAh Lithium Ion Battery
Qualcomm Snapdragon 8 Gen 1 Mobile Platform Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
457,"realme GT 2 Pro (Paper Green, 128 GB)","₹49,999",4.2,"8 GB RAM | 128 GB ROM
17.02 cm (6.7 inch) Quad HD Display
50MP + 50MP + 2MP | 32MP Front Camera
5000 mAh Lithium Ion Battery
Qualcomm Snapdragon 8 Gen 1 Mobile Platform Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
458,"realme GT 2 Pro (Steel Black, 128 GB)","₹49,999",4.2,"8 GB RAM | 128 GB ROM
17.02 cm (6.7 inch) Quad HD Display
50MP + 50MP + 2MP | 32MP Front Camera
5000 mAh Lithium Ion Battery
Qualcomm Snapdragon 8 Gen 1 Mobile Platform Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"
459,"realme 8 Pro (Infinite Black, 128 GB)","₹19,999",4.4,"8 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.26 cm (6.4 inch) Full HD+ Display
108MP + 8MP + 2MP + 2MP | 16MP Front Camera
4500 mAh Battery
Qualcomm Snapdragon 720G Processor
Super AMOLED Display
1 Year Warranty for Mobile and 6 Months for Accessories"
460,"realme 8 Pro (Infinite Black, 128 GB)","₹17,999",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.26 cm (6.4 inch) Full HD+ Display
108MP + 8MP + 2MP + 2MP | 16MP Front Camera
4500 mAh Battery
Qualcomm Snapdragon 720G Processor
Super AMOLED Display
1 Year Warranty for Mobile and 6 Months for Accessories"
461,"realme X (Polar White, 128 GB)","₹20,999",4.5,"8 GB RAM | 128 GB ROM
16.59 cm (6.53 inch) Full HD+ Display
48MP + 5MP | 16MP Front Camera
3765 mAh Battery
Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor
In-display Fingerprint Sensor
VooC Flash Charge 3.0
Super AMOLED Display
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
462,"realme X (Space Blue, 128 GB)","₹20,999",4.5,"8 GB RAM | 128 GB ROM
16.59 cm (6.53 inch) Full HD+ Display
48MP + 5MP | 16MP Front Camera
3765 mAh Battery
Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor
In-display Fingerprint Sensor
VooC Flash Charge 3.0
Super AMOLED Display
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
463,"realme X (Polar White, 128 GB)","₹17,999",4.5,"4 GB RAM | 128 GB ROM
16.59 cm (6.53 inch) Full HD+ Display
48MP + 5MP | 16MP Front Camera
3765 mAh Battery
Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor
In-display Fingerprint Sensor
VooC Flash Charge 3.0
Super AMOLED Display
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
464,"realme X (Space Blue, 128 GB)","₹17,999",4.5,"4 GB RAM | 128 GB ROM
16.59 cm (6.53 inch) Full HD+ Display
48MP + 5MP | 16MP Front Camera
3765 mAh Battery
Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor
In-display Fingerprint Sensor
VooC Flash Charge 3.0
Super AMOLED Display
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
465,"realme 8 Pro (Illuminating Yellow, 128 GB)","₹19,999",4.4,"8 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.26 cm (6.4 inch) Full HD+ Display
108MP + 8MP + 2MP + 2MP | 16MP Front Camera
4500 mAh Battery
Qualcomm Snapdragon 720G Processor
Super AMOLED Display
1 Year Warranty for Mobile and 6 Months for Accessories"
466,"realme 8 Pro (Infinite Blue, 128 GB)","₹19,999",4.4,"8 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.26 cm (6.4 inch) Full HD+ Display
108MP + 8MP + 2MP + 2MP | 16MP Front Camera
4500 mAh Battery
Qualcomm Snapdragon 720G Processor
Super AMOLED Display
1 Year Warranty for Mobile and 6 Months for Accessories"
467,"realme 8 Pro (Illuminating Yellow, 128 GB)","₹17,999",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.26 cm (6.4 inch) Full HD+ Display
108MP + 8MP + 2MP + 2MP | 16MP Front Camera
4500 mAh Battery
Qualcomm Snapdragon 720G Processor
Super AMOLED Display
1 Year Warranty for Mobile and 6 Months for Accessories"
468,"realme 8 Pro (Infinite Blue, 128 GB)","₹17,999",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.26 cm (6.4 inch) Full HD+ Display
108MP + 8MP + 2MP + 2MP | 16MP Front Camera
4500 mAh Battery
Qualcomm Snapdragon 720G Processor
Super AMOLED Display
1 Year Warranty for Mobile and 6 Months for Accessories"
469,"realme 7i (Fusion Blue, 128 GB)","₹14,249",4.3,"4 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
64MP + 8MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium-ion Battery
Qualcomm Snapdragon 662 Processor
90 Hz Ultra Smooth Display
18W Quick Charge
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
470,"realme C2 (Diamond Blue, 32 GB)","₹7,999",4.4,"2 GB RAM | 32 GB ROM | Expandable Upto 256 GB
15.49 cm (6.1 inch) HD+ Display
13MP + 2MP | 5MP Front Camera
4000 mAh Battery
MediaTek P22 Octa Core 2.0 GHz Processor
Dual Nano SIM slots and Memory Card Slot
Face Unlock
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
471,"realme 8s 5G (Universe Purple, 128 GB)","₹17,999",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) Full HD+ Display
64MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Battery
MediaTek Dimensity 810 5G Processor
33 W Charger
1 Year Warranty for Mobile and 6 Months for Accessories"
472,"realme Narzo 20 Pro (Black Ninja, 128 GB)","₹16,999",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) Full HD+ Display
48MP + 8MP + 2MP + 2MP | 16MP Front Camera
4500 mAh Lithium-ion Battery
MediaTek Helio G95 Processor
65W Super Dart Charger
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
473,"realme X7 Max (Milky Way, 256 GB)","₹29,999",4.3,"12 GB RAM | 256 GB ROM
16.33 cm (6.43 inch) Full HD+ Display
64MP + 8MP + 2MP | 16MP Front Camera
4500 mAh Battery
MediaTek Dimensity 1200 Processor
120Hz Super AMOLED Display
1 Year Warranty for Mobile and 6 Months for Accessories"
474,"realme C2 (Diamond Black, 32 GB)","₹6,499",4.4,"2 GB RAM | 32 GB ROM | Expandable Upto 256 GB
15.49 cm (6.1 inch) HD+ Display
13MP + 2MP | 5MP Front Camera
4000 mAh Battery
MediaTek P22 Octa Core 2.0 GHz Processor
Dual Nano SIM slots and Memory Card Slot
Face Unlock
Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
